,Year,Season,NOC,Name,Event,Sport,region,notes
941,1932,Summer,MEX,73,52,"['Athletics' 'Gymnastics' 'Modern Pentathlon' 'Boxing' 'Wrestling'
 'Equestrianism' 'Fencing' 'Diving' 'Cycling' 'Shooting' 'Swimming'
 'Art Competitions']",Mexico,
942,1936,Summer,MEX,32,14,"['Shooting' 'Modern Pentathlon' 'Boxing' 'Basketball' 'Diving' 'Athletics'
 'Polo' 'Fencing']",Mexico,
943,1948,Summer,MEX,88,57,"['Basketball' 'Gymnastics' 'Athletics' 'Shooting' 'Wrestling'
 'Weightlifting' 'Diving' 'Swimming' 'Fencing' 'Equestrianism' 'Football'
 'Modern Pentathlon' 'Cycling' 'Boxing']",Mexico,
944,1952,Summer,MEX,64,35,"['Modern Pentathlon' 'Basketball' 'Wrestling' 'Equestrianism' 'Swimming'
 'Fencing' 'Diving' 'Water Polo' 'Cycling' 'Boxing' 'Shooting'
 'Weightlifting' 'Athletics']",Mexico,
945,1956,Summer,MEX,24,20,"['Athletics' 'Modern Pentathlon' 'Swimming' 'Weightlifting' 'Diving'
 'Cycling' 'Shooting' 'Fencing' 'Rowing' 'Wrestling']",Mexico,
946,1960,Summer,MEX,69,55,"['Diving' 'Basketball' 'Weightlifting' 'Modern Pentathlon' 'Fencing'
 'Swimming' 'Sailing' 'Cycling' 'Shooting' 'Wrestling' 'Boxing'
 'Athletics' 'Rowing' 'Gymnastics']",Mexico,
947,1964,Summer,MEX,94,58,"['Sailing' 'Swimming' 'Weightlifting' 'Football' 'Basketball' 'Judo'
 'Modern Pentathlon' 'Cycling' 'Wrestling' 'Boxing' 'Shooting' 'Rowing'
 'Diving' 'Athletics' 'Equestrianism']",Mexico,
948,1968,Summer,MEX,274,146,"['Fencing' 'Swimming' 'Volleyball' 'Weightlifting' 'Wrestling' 'Cycling'
 'Football' 'Canoeing' 'Rowing' 'Basketball' 'Equestrianism' 'Hockey'
 'Diving' 'Modern Pentathlon' 'Shooting' 'Athletics' 'Sailing'
 'Water Polo' 'Gymnastics' 'Boxing']",Mexico,
949,1972,Summer,MEX,174,112,"['Water Polo' 'Cycling' 'Shooting' 'Archery' 'Canoeing' 'Fencing'
 'Football' 'Gymnastics' 'Swimming' 'Athletics' 'Judo' 'Diving'
 'Equestrianism' 'Sailing' 'Wrestling' 'Hockey' 'Modern Pentathlon'
 'Weightlifting' 'Boxing' 'Rowing']",Mexico,
950,1976,Summer,MEX,97,54,"['Water Polo' 'Equestrianism' 'Basketball' 'Canoeing' 'Swimming' 'Boxing'
 'Diving' 'Athletics' 'Shooting' 'Football' 'Cycling' 'Gymnastics'
 'Wrestling' 'Sailing' 'Judo' 'Weightlifting' 'Rowing']",Mexico,
951,1980,Summer,MEX,45,43,"['Shooting' 'Athletics' 'Equestrianism' 'Diving' 'Rowing' 'Gymnastics'
 'Swimming' 'Wrestling' 'Boxing' 'Judo' 'Modern Pentathlon'
 'Weightlifting']",Mexico,
952,1984,Summer,MEX,99,87,"['Wrestling' 'Athletics' 'Cycling' 'Shooting' 'Rowing' 'Equestrianism'
 'Archery' 'Boxing' 'Synchronized Swimming' 'Diving' 'Swimming' 'Canoeing'
 'Weightlifting' 'Judo' 'Modern Pentathlon' 'Fencing' 'Sailing'
 'Gymnastics']",Mexico,
953,1984,Winter,MEX,1,3,['Alpine Skiing'],Mexico,
954,1988,Summer,MEX,83,82,"['Athletics' 'Swimming' 'Diving' 'Shooting' 'Boxing' 'Archery'
 'Equestrianism' 'Synchronized Swimming' 'Cycling' 'Sailing' 'Tennis'
 'Rowing' 'Judo' 'Modern Pentathlon' 'Wrestling' 'Fencing' 'Gymnastics']",Mexico,
955,1988,Winter,MEX,11,11,['Cross Country Skiing' 'Alpine Skiing' 'Figure Skating' 'Bobsleigh'],Mexico,
956,1992,Summer,MEX,102,71,"['Diving' 'Equestrianism' 'Football' 'Archery' 'Rowing' 'Athletics'
 'Boxing' 'Synchronized Swimming' 'Swimming' 'Wrestling'
 'Modern Pentathlon' 'Canoeing' 'Cycling' 'Tennis' 'Judo' 'Sailing'
 'Gymnastics' 'Shooting']",Mexico,
957,1992,Winter,MEX,20,15,['Cross Country Skiing' 'Alpine Skiing' 'Bobsleigh' 'Figure Skating'],Mexico,
958,1994,Winter,MEX,1,1,['Alpine Skiing'],Mexico,
959,1996,Summer,MEX,98,57,"['Football' 'Diving' 'Judo' 'Wrestling' 'Cycling' 'Synchronized Swimming'
 'Boxing' 'Archery' 'Swimming' 'Rowing' 'Athletics' 'Equestrianism'
 'Modern Pentathlon' 'Canoeing' 'Beach Volleyball' 'Shooting' 'Tennis'
 'Sailing' 'Table Tennis']",Mexico,
960,2000,Summer,MEX,78,67,"['Tennis' 'Diving' 'Judo' 'Boxing' 'Rowing' 'Athletics' 'Swimming'
 'Modern Pentathlon' 'Taekwondo' 'Shooting' 'Sailing' 'Canoeing'
 'Beach Volleyball' 'Cycling' 'Weightlifting' 'Equestrianism'
 'Synchronized Swimming' 'Gymnastics' 'Archery']",Mexico,
961,2002,Winter,MEX,3,2,['Skeleton' 'Bobsleigh'],Mexico,
962,2004,Summer,MEX,109,68,"['Judo' 'Weightlifting' 'Athletics' 'Boxing' 'Football' 'Sailing'
 'Triathlon' 'Archery' 'Fencing' 'Cycling' 'Swimming' 'Shooting' 'Diving'
 'Taekwondo' 'Synchronized Swimming' 'Equestrianism' 'Rowing'
 'Beach Volleyball' 'Gymnastics' 'Modern Pentathlon']",Mexico,
963,2008,Summer,MEX,83,73,"['Weightlifting' 'Cycling' 'Badminton' 'Archery' 'Athletics' 'Canoeing'
 'Beach Volleyball' 'Gymnastics' 'Diving' 'Equestrianism'
 'Synchronized Swimming' 'Triathlon' 'Shooting' 'Sailing' 'Swimming'
 'Taekwondo' 'Rowing' 'Wrestling' 'Fencing' 'Judo' 'Modern Pentathlon'
 'Boxing' 'Table Tennis']",Mexico,
964,2010,Winter,MEX,1,2,['Alpine Skiing'],Mexico,
965,2012,Summer,MEX,99,75,"['Weightlifting' 'Taekwondo' 'Archery' 'Football' 'Equestrianism'
 'Athletics' 'Swimming' 'Judo' 'Diving' 'Gymnastics' 'Canoeing'
 'Synchronized Swimming' 'Cycling' 'Sailing' 'Fencing' 'Triathlon'
 'Rowing' 'Shooting' 'Boxing' 'Badminton' 'Wrestling' 'Table Tennis'
 'Modern Pentathlon']",Mexico,
966,2014,Winter,MEX,1,1,['Alpine Skiing'],Mexico,
967,2016,Summer,MEX,123,80,"['Football' 'Synchronized Swimming' 'Volleyball' 'Athletics' 'Fencing'
 'Archery' 'Rowing' 'Cycling' 'Judo' 'Golf' 'Gymnastics' 'Boxing' 'Diving'
 'Weightlifting' 'Taekwondo' 'Sailing' 'Triathlon' 'Tennis' 'Swimming'
 'Modern Pentathlon' 'Wrestling' 'Table Tennis' 'Badminton'
 'Beach Volleyball' 'Equestrianism' 'Canoeing' 'Shooting']",Mexico,
968,1900,Summer,NED,35,18,['Swimming' 'Shooting' 'Rowing' 'Archery' 'Sailing' 'Football' 'Fencing'],Netherlands,
969,1906,Summer,NED,16,8,['Tennis' 'Fencing'],Netherlands,
970,1908,Summer,NED,113,45,"['Gymnastics' 'Football' 'Wrestling' 'Water Polo' 'Swimming' 'Cycling'
 'Athletics' 'Shooting' 'Rowing' 'Fencing' 'Tennis']",Netherlands,
971,1912,Summer,NED,33,14,"['Tennis' 'Wrestling' 'Football' 'Fencing' 'Modern Pentathlon' 'Athletics'
 'Shooting']",Netherlands,
972,1920,Summer,NED,130,58,"['Cycling' 'Swimming' 'Tug-Of-War' 'Weightlifting' 'Sailing' 'Football'
 'Rowing' 'Water Polo' 'Wrestling' 'Shooting' 'Fencing' 'Archery'
 'Athletics' 'Boxing' 'Equestrianism']",Netherlands,
973,1924,Summer,NED,177,81,"['Fencing' 'Boxing' 'Diving' 'Swimming' 'Rowing' 'Water Polo' 'Athletics'
 'Cycling' 'Tennis' 'Shooting' 'Football' 'Art Competitions' 'Sailing'
 'Wrestling' 'Equestrianism' 'Modern Pentathlon' 'Weightlifting']",Netherlands,
974,1928,Summer,NED,266,103,"['Fencing' 'Athletics' 'Gymnastics' 'Art Competitions' 'Hockey' 'Boxing'
 'Wrestling' 'Swimming' 'Diving' 'Rowing' 'Cycling' 'Football'
 'Equestrianism' 'Weightlifting' 'Sailing' 'Water Polo'
 'Modern Pentathlon']",Netherlands,
975,1928,Winter,NED,7,4,['Bobsleigh' 'Speed Skating'],Netherlands,
976,1932,Summer,NED,46,29,"['Athletics' 'Art Competitions' 'Fencing' 'Swimming' 'Cycling' 'Sailing'
 'Equestrianism' 'Rowing' 'Modern Pentathlon']",Netherlands,
977,1936,Summer,NED,165,75,"['Art Competitions' 'Rowing' 'Athletics' 'Shooting' 'Equestrianism'
 'Sailing' 'Hockey' 'Boxing' 'Water Polo' 'Swimming' 'Fencing' 'Diving'
 'Canoeing' 'Cycling' 'Modern Pentathlon']",Netherlands,
978,1936,Winter,NED,8,6,['Speed Skating' 'Bobsleigh' 'Alpine Skiing'],Netherlands,
979,1948,Summer,NED,149,74,"['Art Competitions' 'Football' 'Cycling' 'Athletics' 'Canoeing' 'Hockey'
 'Swimming' 'Shooting' 'Water Polo' 'Weightlifting' 'Boxing'
 'Equestrianism' 'Wrestling' 'Sailing' 'Rowing' 'Diving' 'Gymnastics'
 'Fencing']",Netherlands,
980,1948,Winter,NED,4,4,['Speed Skating'],Netherlands,
981,1952,Summer,NED,104,57,"['Football' 'Hockey' 'Rowing' 'Water Polo' 'Athletics' 'Canoeing'
 'Swimming' 'Weightlifting' 'Gymnastics' 'Cycling' 'Sailing'
 'Equestrianism' 'Boxing' 'Diving']",Netherlands,
982,1952,Winter,NED,11,9,['Speed Skating' 'Alpine Skiing' 'Figure Skating'],Netherlands,
983,1956,Summer,NED,1,1,['Equestrianism'],Netherlands,
984,1956,Winter,NED,8,5,['Speed Skating' 'Figure Skating'],Netherlands,
985,1960,Summer,NED,110,54,"['Wrestling' 'Rowing' 'Athletics' 'Fencing' 'Swimming' 'Hockey' 'Cycling'
 'Boxing' 'Diving' 'Sailing' 'Gymnastics' 'Canoeing' 'Water Polo']",Netherlands,
986,1960,Winter,NED,7,5,['Speed Skating' 'Figure Skating'],Netherlands,
987,1964,Summer,NED,125,57,"['Rowing' 'Swimming' 'Athletics' 'Hockey' 'Water Polo' 'Volleyball'
 'Cycling' 'Sailing' 'Boxing' 'Judo' 'Canoeing' 'Shooting']",Netherlands,
988,1964,Winter,NED,6,7,['Speed Skating' 'Figure Skating'],Netherlands,
989,1968,Summer,NED,107,52,"['Athletics' 'Cycling' 'Canoeing' 'Swimming' 'Sailing' 'Hockey' 'Rowing'
 'Water Polo' 'Diving' 'Boxing' 'Weightlifting']",Netherlands,
990,1968,Winter,NED,9,8,['Speed Skating'],Netherlands,
991,1972,Summer,NED,119,72,"['Athletics' 'Cycling' 'Modern Pentathlon' 'Equestrianism' 'Swimming'
 'Hockey' 'Judo' 'Water Polo' 'Rowing' 'Gymnastics' 'Diving' 'Sailing'
 'Fencing' 'Shooting' 'Canoeing' 'Boxing']",Netherlands,
992,1972,Winter,NED,11,9,['Speed Skating' 'Figure Skating'],Netherlands,
993,1976,Summer,NED,108,58,"['Rowing' 'Athletics' 'Hockey' 'Sailing' 'Canoeing' 'Gymnastics'
 'Swimming' 'Water Polo' 'Equestrianism' 'Cycling' 'Shooting']",Netherlands,
994,1976,Winter,NED,7,10,['Speed Skating' 'Figure Skating'],Netherlands,
995,1980,Summer,NED,75,56,"['Judo' 'Canoeing' 'Sailing' 'Athletics' 'Cycling' 'Swimming' 'Rowing'
 'Water Polo' 'Shooting' 'Archery']",Netherlands,
996,1980,Winter,NED,29,10,['Ice Hockey' 'Speed Skating'],Netherlands,
997,1984,Summer,NED,136,74,"['Water Polo' 'Shooting' 'Rowing' 'Cycling' 'Sailing' 'Equestrianism'
 'Hockey' 'Athletics' 'Swimming' 'Canoeing' 'Synchronized Swimming' 'Judo'
 'Diving' 'Archery' 'Boxing']",Netherlands,
998,1984,Winter,NED,13,10,['Speed Skating' 'Bobsleigh'],Netherlands,
999,1988,Summer,NED,147,86,"['Hockey' 'Rowing' 'Sailing' 'Equestrianism' 'Volleyball' 'Judo' 'Fencing'
 'Cycling' 'Athletics' 'Swimming' 'Canoeing' 'Shooting' 'Table Tennis'
 'Diving' 'Archery' 'Tennis' 'Boxing']",Netherlands,
1000,1988,Winter,NED,11,10,['Speed Skating'],Netherlands,
1001,1992,Summer,NED,201,105,"['Rowing' 'Equestrianism' 'Gymnastics' 'Volleyball' 'Hockey' 'Sailing'
 'Synchronized Swimming' 'Swimming' 'Water Polo' 'Cycling' 'Archery'
 'Badminton' 'Judo' 'Athletics' 'Boxing' 'Shooting' 'Tennis'
 'Table Tennis' 'Diving' 'Canoeing']",Netherlands,
1002,1992,Winter,NED,19,13,['Speed Skating' 'Short Track Speed Skating'],Netherlands,
1003,1994,Winter,NED,21,17,"['Speed Skating' 'Freestyle Skiing' 'Bobsleigh'
 'Short Track Speed Skating']",Netherlands,
1004,1996,Summer,NED,239,94,"['Rowing' 'Swimming' 'Cycling' 'Archery' 'Baseball' 'Equestrianism'
 'Softball' 'Volleyball' 'Tennis' 'Hockey' 'Badminton' 'Athletics'
 'Water Polo' 'Sailing' 'Shooting' 'Judo' 'Beach Volleyball'
 'Table Tennis' 'Canoeing']",Netherlands,
1005,1998,Winter,NED,22,16,['Speed Skating' 'Short Track Speed Skating' 'Snowboarding'],Netherlands,
1006,2000,Summer,NED,231,95,"['Rowing' 'Swimming' 'Baseball' 'Judo' 'Triathlon' 'Cycling' 'Volleyball'
 'Athletics' 'Water Polo' 'Equestrianism' 'Tennis' 'Hockey' 'Shooting'
 'Sailing' 'Badminton' 'Table Tennis' 'Beach Volleyball' 'Taekwondo'
 'Wrestling' 'Archery' 'Trampolining']",Netherlands,
1007,2002,Winter,NED,27,17,['Bobsleigh' 'Speed Skating' 'Short Track Speed Skating' 'Snowboarding'],Netherlands,
1008,2004,Summer,NED,210,99,"['Baseball' 'Cycling' 'Swimming' 'Rowing' 'Athletics' 'Sailing'
 'Volleyball' 'Hockey' 'Judo' 'Shooting' 'Canoeing' 'Equestrianism'
 'Badminton' 'Archery' 'Gymnastics' 'Table Tennis' 'Triathlon'
 'Beach Volleyball' 'Trampolining' 'Taekwondo' 'Fencing'
 'Synchronized Swimming']",Netherlands,
1009,2006,Winter,NED,33,23,['Speed Skating' 'Bobsleigh' 'Short Track Speed Skating' 'Snowboarding'],Netherlands,
1010,2008,Summer,NED,237,98,"['Baseball' 'Hockey' 'Rowing' 'Fencing' 'Football' 'Taekwondo' 'Cycling'
 'Triathlon' 'Sailing' 'Softball' 'Beach Volleyball' 'Judo' 'Canoeing'
 'Water Polo' 'Swimming' 'Athletics' 'Gymnastics' 'Equestrianism'
 'Table Tennis' 'Synchronized Swimming']",Netherlands,
1011,2010,Winter,NED,32,22,['Speed Skating' 'Bobsleigh' 'Short Track Speed Skating' 'Snowboarding'],Netherlands,
1012,2012,Summer,NED,173,95,"['Rowing' 'Hockey' 'Sailing' 'Cycling' 'Judo' 'Athletics' 'Triathlon'
 'Equestrianism' 'Swimming' 'Tennis' 'Shooting' 'Beach Volleyball'
 'Trampolining' 'Table Tennis' 'Taekwondo' 'Archery' 'Gymnastics'
 'Fencing' 'Badminton']",Netherlands,
1013,2014,Winter,NED,39,28,['Snowboarding' 'Speed Skating' 'Short Track Speed Skating' 'Bobsleigh'],Netherlands,
1014,2016,Summer,NED,237,122,"['Handball' 'Rowing' 'Badminton' 'Hockey' 'Volleyball' 'Sailing' 'Tennis'
 'Wrestling' 'Equestrianism' 'Athletics' 'Cycling' 'Beach Volleyball'
 'Swimming' 'Judo' 'Gymnastics' 'Archery' 'Table Tennis' 'Boxing' 'Diving'
 'Triathlon' 'Golf' 'Taekwondo' 'Fencing']",Netherlands,
1015,1900,Summer,NOR,7,9,['Athletics' 'Shooting'],Norway,
1016,1904,Summer,NOR,3,6,['Wrestling' 'Gymnastics'],Norway,
1017,1906,Summer,NOR,32,12,['Gymnastics' 'Athletics' 'Shooting'],Norway,
1018,1908,Summer,NOR,69,23,"['Gymnastics' 'Sailing' 'Fencing' 'Athletics' 'Shooting' 'Rowing'
 'Wrestling']",Norway,
1019,1912,Summer,NOR,190,58,"['Athletics' 'Fencing' 'Sailing' 'Gymnastics' 'Football' 'Diving'
 'Cycling' 'Tennis' 'Wrestling' 'Shooting' 'Rowing' 'Equestrianism'
 'Swimming' 'Modern Pentathlon']",Norway,
1020,1920,Summer,NOR,193,72,"['Gymnastics' 'Football' 'Athletics' 'Sailing' 'Wrestling' 'Diving'
 'Equestrianism' 'Figure Skating' 'Boxing' 'Shooting' 'Tennis' 'Rowing'
 'Cycling' 'Art Competitions' 'Modern Pentathlon' 'Swimming']",Norway,
1021,1924,Summer,NOR,62,43,"['Athletics' 'Fencing' 'Shooting' 'Tennis' 'Sailing' 'Boxing' 'Wrestling'
 'Modern Pentathlon' 'Art Competitions' 'Swimming']",Norway,
1022,1924,Winter,NOR,14,10,"['Ski Jumping' 'Cross Country Skiing' 'Nordic Combined' 'Figure Skating'
 'Speed Skating']",Norway,
1023,1928,Summer,NOR,52,42,"['Athletics' 'Fencing' 'Sailing' 'Boxing' 'Wrestling' 'Equestrianism'
 'Cycling' 'Swimming' 'Art Competitions']",Norway,
1024,1928,Winter,NOR,25,9,"['Ski Jumping' 'Speed Skating' 'Cross Country Skiing' 'Nordic Combined'
 'Figure Skating']",Norway,
1025,1932,Summer,NOR,7,8,['Wrestling' 'Art Competitions' 'Athletics' 'Swimming'],Norway,
1026,1932,Winter,NOR,19,9,"['Speed Skating' 'Ski Jumping' 'Cross Country Skiing' 'Nordic Combined'
 'Figure Skating']",Norway,
1027,1936,Summer,NOR,70,43,"['Shooting' 'Boxing' 'Athletics' 'Equestrianism' 'Football' 'Sailing'
 'Rowing' 'Wrestling' 'Fencing' 'Cycling' 'Diving' 'Canoeing']",Norway,
1028,1936,Winter,NOR,31,13,"['Ski Jumping' 'Figure Skating' 'Speed Skating' 'Nordic Combined'
 'Cross Country Skiing' 'Alpine Skiing']",Norway,
1029,1948,Summer,NOR,81,50,"['Shooting' 'Athletics' 'Swimming' 'Sailing' 'Boxing' 'Cycling'
 'Wrestling' 'Fencing' 'Rowing' 'Canoeing' 'Art Competitions' 'Diving']",Norway,
1030,1948,Winter,NOR,49,19,"['Speed Skating' 'Alpine Skiing' 'Bobsleigh' 'Cross Country Skiing'
 'Nordic Combined' 'Figure Skating' 'Ski Jumping']",Norway,
1031,1952,Summer,NOR,102,72,"['Shooting' 'Rowing' 'Sailing' 'Athletics' 'Weightlifting' 'Cycling'
 'Wrestling' 'Football' 'Equestrianism' 'Boxing' 'Fencing' 'Canoeing'
 'Gymnastics' 'Swimming']",Norway,
1032,1952,Winter,NOR,73,21,"['Speed Skating' 'Ice Hockey' 'Bobsleigh' 'Cross Country Skiing'
 'Alpine Skiing' 'Ski Jumping' 'Figure Skating' 'Nordic Combined']",Norway,
1033,1956,Summer,NOR,22,18,['Shooting' 'Athletics' 'Equestrianism' 'Sailing' 'Canoeing' 'Wrestling'],Norway,
1034,1956,Winter,NOR,45,20,"['Speed Skating' 'Bobsleigh' 'Alpine Skiing' 'Nordic Combined'
 'Cross Country Skiing' 'Ski Jumping']",Norway,
1035,1960,Summer,NOR,40,39,"['Shooting' 'Sailing' 'Boxing' 'Wrestling' 'Athletics' 'Cycling'
 'Canoeing' 'Fencing' 'Rowing' 'Weightlifting' 'Gymnastics']",Norway,
1036,1960,Winter,NOR,29,17,"['Speed Skating' 'Ski Jumping' 'Alpine Skiing' 'Cross Country Skiing'
 'Nordic Combined' 'Biathlon']",Norway,
1037,1964,Summer,NOR,26,23,['Rowing' 'Wrestling' 'Sailing' 'Athletics' 'Shooting' 'Gymnastics'],Norway,
1038,1964,Winter,NOR,58,24,"['Speed Skating' 'Nordic Combined' 'Ice Hockey' 'Ski Jumping' 'Luge'
 'Figure Skating' 'Alpine Skiing' 'Cross Country Skiing' 'Biathlon']",Norway,
1039,1968,Summer,NOR,46,36,"['Sailing' 'Canoeing' 'Cycling' 'Shooting' 'Wrestling' 'Athletics'
 'Gymnastics' 'Weightlifting' 'Swimming' 'Fencing' 'Boxing']",Norway,
1040,1968,Winter,NOR,65,27,"['Nordic Combined' 'Cross Country Skiing' 'Ice Hockey' 'Speed Skating'
 'Ski Jumping' 'Alpine Skiing' 'Biathlon' 'Luge']",Norway,
1041,1972,Summer,NOR,112,70,"['Sailing' 'Archery' 'Canoeing' 'Rowing' 'Athletics' 'Cycling'
 'Gymnastics' 'Handball' 'Shooting' 'Wrestling' 'Weightlifting' 'Boxing'
 'Swimming' 'Diving' 'Fencing']",Norway,
1042,1972,Winter,NOR,67,29,"['Nordic Combined' 'Ice Hockey' 'Cross Country Skiing' 'Speed Skating'
 'Ski Jumping' 'Alpine Skiing' 'Luge' 'Biathlon']",Norway,
1043,1976,Summer,NOR,66,44,"['Rowing' 'Athletics' 'Cycling' 'Shooting' 'Swimming' 'Wrestling'
 'Archery' 'Sailing' 'Weightlifting' 'Fencing' 'Canoeing']",Norway,
1044,1976,Winter,NOR,41,29,"['Speed Skating' 'Cross Country Skiing' 'Ski Jumping' 'Nordic Combined'
 'Luge' 'Biathlon' 'Alpine Skiing']",Norway,
1045,1980,Winter,NOR,63,28,"['Ice Hockey' 'Speed Skating' 'Cross Country Skiing' 'Ski Jumping'
 'Nordic Combined' 'Alpine Skiing' 'Biathlon']",Norway,
1046,1984,Summer,NOR,103,76,"['Football' 'Canoeing' 'Athletics' 'Boxing' 'Rowing' 'Swimming'
 'Wrestling' 'Judo' 'Shooting' 'Sailing' 'Fencing' 'Gymnastics'
 'Equestrianism' 'Cycling' 'Archery' 'Diving' 'Rhythmic Gymnastics']",Norway,
1047,1984,Winter,NOR,58,28,"['Luge' 'Ice Hockey' 'Nordic Combined' 'Cross Country Skiing'
 'Ski Jumping' 'Speed Skating' 'Biathlon' 'Alpine Skiing']",Norway,
1048,1988,Summer,NOR,69,42,"['Canoeing' 'Athletics' 'Handball' 'Rowing' 'Sailing' 'Wrestling'
 'Cycling' 'Swimming' 'Diving' 'Shooting' 'Equestrianism']",Norway,
1049,1988,Winter,NOR,63,32,"['Nordic Combined' 'Ice Hockey' 'Cross Country Skiing' 'Ski Jumping'
 'Biathlon' 'Speed Skating' 'Alpine Skiing']",Norway,
1050,1992,Summer,NOR,83,64,"['Equestrianism' 'Sailing' 'Athletics' 'Canoeing' 'Rowing' 'Cycling'
 'Handball' 'Swimming' 'Shooting' 'Archery' 'Boxing' 'Tennis' 'Wrestling'
 'Badminton' 'Diving' 'Gymnastics' 'Judo']",Norway,
1051,1992,Winter,NOR,79,45,"['Alpine Skiing' 'Ice Hockey' 'Nordic Combined' 'Ski Jumping'
 'Cross Country Skiing' 'Biathlon' 'Short Track Speed Skating' 'Bobsleigh'
 'Freestyle Skiing' 'Speed Skating' 'Luge']",Norway,
1052,1994,Winter,NOR,87,48,"['Alpine Skiing' 'Cross Country Skiing' 'Ice Hockey' 'Biathlon'
 'Nordic Combined' 'Ski Jumping' 'Short Track Speed Skating'
 'Freestyle Skiing' 'Speed Skating' 'Luge']",Norway,
1053,1996,Summer,NOR,97,65,"['Football' 'Sailing' 'Swimming' 'Rowing' 'Athletics' 'Beach Volleyball'
 'Cycling' 'Handball' 'Weightlifting' 'Archery' 'Shooting' 'Canoeing'
 'Boxing' 'Wrestling' 'Tennis' 'Gymnastics']",Norway,
1054,1998,Winter,NOR,75,48,"['Alpine Skiing' 'Bobsleigh' 'Cross Country Skiing' 'Biathlon'
 'Nordic Combined' 'Ski Jumping' 'Snowboarding' 'Curling' 'Speed Skating'
 'Freestyle Skiing']",Norway,
1055,2000,Summer,NOR,93,54,"['Wrestling' 'Fencing' 'Sailing' 'Cycling' 'Athletics' 'Rowing' 'Football'
 'Shooting' 'Handball' 'Canoeing' 'Archery' 'Taekwondo' 'Beach Volleyball'
 'Tennis' 'Gymnastics']",Norway,
1056,2002,Winter,NOR,77,49,"['Alpine Skiing' 'Cross Country Skiing' 'Speed Skating' 'Biathlon'
 'Ski Jumping' 'Freestyle Skiing' 'Nordic Combined' 'Snowboarding'
 'Curling' 'Bobsleigh' 'Skeleton']",Norway,
1057,2004,Summer,NOR,52,35,"['Wrestling' 'Rowing' 'Badminton' 'Cycling' 'Athletics' 'Shooting'
 'Sailing' 'Canoeing' 'Beach Volleyball' 'Weightlifting' 'Swimming'
 'Taekwondo']",Norway,
1058,2006,Winter,NOR,67,47,"['Alpine Skiing' 'Speed Skating' 'Biathlon' 'Cross Country Skiing'
 'Snowboarding' 'Freestyle Skiing' 'Skeleton' 'Ski Jumping' 'Curling'
 'Nordic Combined']",Norway,
1059,2008,Summer,NOR,84,49,"['Handball' 'Cycling' 'Shooting' 'Wrestling' 'Sailing' 'Football'
 'Equestrianism' 'Beach Volleyball' 'Weightlifting' 'Swimming' 'Canoeing'
 'Athletics' 'Taekwondo' 'Fencing' 'Rowing']",Norway,
1060,2010,Winter,NOR,95,55,"['Ice Hockey' 'Ski Jumping' 'Biathlon' 'Cross Country Skiing'
 'Freestyle Skiing' 'Skeleton' 'Speed Skating' 'Snowboarding'
 'Alpine Skiing' 'Nordic Combined' 'Curling']",Norway,
1061,2012,Summer,NOR,61,46,"['Handball' 'Athletics' 'Shooting' 'Wrestling' 'Rowing' 'Cycling'
 'Sailing' 'Diving' 'Equestrianism' 'Badminton' 'Canoeing' 'Archery'
 'Swimming' 'Fencing' 'Beach Volleyball']",Norway,
1062,2014,Winter,NOR,110,65,"['Ice Hockey' 'Freestyle Skiing' 'Ski Jumping' 'Biathlon' 'Snowboarding'
 'Cross Country Skiing' 'Speed Skating' 'Figure Skating' 'Nordic Combined'
 'Alpine Skiing' 'Luge' 'Curling']",Norway,
1063,2016,Summer,NOR,62,53,"['Sailing' 'Handball' 'Athletics' 'Wrestling' 'Swimming' 'Triathlon'
 'Rowing' 'Shooting' 'Cycling' 'Golf' 'Archery' 'Taekwondo' 'Gymnastics']",Norway,
1064,1900,Summer,NZL,1,1,['Water Polo'],New Zealand,
1065,1920,Summer,NZL,4,6,['Athletics' 'Rowing' 'Swimming'],New Zealand,
1066,1924,Summer,NZL,4,6,['Swimming' 'Athletics' 'Boxing'],New Zealand,
1067,1928,Summer,NZL,9,12,['Boxing' 'Athletics' 'Swimming'],New Zealand,
1068,1932,Summer,NZL,21,15,['Athletics' 'Rowing' 'Cycling' 'Boxing'],New Zealand,
1069,1936,Summer,NZL,7,9,['Boxing' 'Athletics' 'Cycling'],New Zealand,
1070,1948,Summer,NZL,7,8,['Cycling' 'Weightlifting' 'Boxing' 'Athletics' 'Swimming'],New Zealand,
1071,1952,Summer,NZL,14,14,['Rowing' 'Weightlifting' 'Cycling' 'Athletics' 'Swimming'],New Zealand,
1072,1952,Winter,NZL,3,5,['Alpine Skiing'],New Zealand,
1073,1956,Summer,NZL,51,28,"['Hockey' 'Sailing' 'Wrestling' 'Cycling' 'Athletics' 'Boxing' 'Rowing'
 'Swimming' 'Weightlifting']",New Zealand,
1074,1960,Summer,NZL,37,28,"['Hockey' 'Cycling' 'Athletics' 'Rowing' 'Weightlifting' 'Fencing'
 'Sailing' 'Wrestling' 'Equestrianism']",New Zealand,
1075,1960,Winter,NZL,4,6,['Alpine Skiing'],New Zealand,
1076,1964,Summer,NZL,64,35,"['Hockey' 'Athletics' 'Rowing' 'Cycling' 'Boxing' 'Gymnastics' 'Swimming'
 'Wrestling' 'Equestrianism' 'Sailing' 'Weightlifting']",New Zealand,
